src_node,dst_node,island_name,release_point_id,attn_layer1_mean,attn_layer2
0,132,사천아두도,1,0.0029547866,0.01651339
0,133,통영망일봉,1,0.008878447,0.00012378355
0,134,마산봉암,1,0.008122676,0.0064780987
0,135,부산해양대,1,0.012667494,0.035089806
0,143,남해유구,1,0.003851028,0.0167062
0,144,거제두모,1,0.011800894,0.00038431527
0,146,고성하일,1,0.0027043235,0.004232739
0,147,부산가덕도,1,0.008784159,0.0075780586
0,148,부산일광,1,0.05454235,0.15851219
0,158,통영욕지도,1,0.0047091707,0.00024663247
1,132,사천아두도,2,0.004578851,0.032299597
1,133,통영망일봉,2,0.007834078,0.00020204576
1,134,마산봉암,2,0.0093863085,0.051135674
1,135,부산해양대,2,0.011910412,0.012168789
1,143,남해유구,2,0.011636227,0.050771587
1,144,거제두모,2,0.018916355,0.00014858786
1,146,고성하일,2,0.0026630443,0.00667419
1,147,부산가덕도,2,0.012438826,0.0025301336
1,148,부산일광,2,0.021170283,0.053674098
1,158,통영욕지도,2,0.003019264,0.0012011799
2,131,여수반월,3,0.03068856,0.11836786
2,132,사천아두도,3,0.0021789623,0.007645299
2,133,통영망일봉,3,0.010548221,6.914764e-05
2,134,마산봉암,3,0.007844495,0.0071645863
